word,part_of_speech,is_ste,approved_meaning,ste_example,non_ste_example
fall,noun,0,"DECREASE
              (verb)","WHEN THE PRESSURE DECREASES, THE INDICATOR SHOWS THAT THERE IS A LEAK.","When there is a fall in pressure, the indicator shows a leak."
false,adjective,0,"INCORRECT
              (adjective)",MAKE SURE THAT THERE ARE NO INCORRECT INDICATIONS ON THE INSTRUMENTS.,Make sure there are no false indications on the instruments.
falter,verb,0,"SMOOTHLY
              (adverb)",MAKE SURE THAT THE GENERATOR OPERATES SMOOTHLY.,Make sure that the generator does not falter.
familiar,adjective,0,"KNOW
              (verb)",ALL PERSONNEL MUST FULLY KNOW THE SAFETY PRECAUTIONS.,All personnel must be thoroughly familiar with the safety precautions.
fashion,noun,0,"PROCEDURE
              (noun)",USE THIS PROCEDURE TO DO THE TASK.,Carry out the task in this fashion.
fast,adverb,0,"QUICKLY
              (adverb)",DO NOT LET THE CABIN ALTITUDE CHANGE TOO QUICKLY.,Do not let the cabin altitude change too fast.
fasten,verb,0,"ATTACH
              (verb)",ATTACH THE TWO STRINGERS TOGETHER WITH RIVETS.,Fasten the two stringers together with rivets.
fatal,adjective,0,"KILL
              (verb)",HIGH VOLTAGE IN THE ELECTRONIC SYSTEM CAN KILL YOU.,High voltage in the electronic system can be fatal.
faulty,adjective,0,"DEFECTIVE
              (adjective)",REPLACE ALL DEFECTIVE ELECTRONIC COMPONENTS.,All faulty electronic components must be replaced.
fear,verb,0,"THINK
              (verb)","IF YOU THINK THAT THERE IS A FAULT, DO THE FULL TEST PROCEDURE OF THE UNIT.",Fully test the unit if you fear that there is a fault.
feasible,adjective,0,"POSSIBLE
              (adjective)","IF IT IS NOT POSSIBLE TO USE THE AUTOMATIC CONTROL, DO THE PROCEDURE MANUALLY.","If it is not feasible to use the automatic control, do the manual procedure."
feature,verb,0,"HAVE
              (verb)",THESE NUTS HAVE A FLAT FLANGE.,These nuts feature a flat flange.
feed,verb,0,"PUT
              (verb)",PUT THE WIRE THROUGH THE CONDUIT.,Feed the wire through the conduit.
few,adjective,0,"SMALL NUMBER If it is possible, give an accurate number.",THIS PROCEDURE IS ONLY FOR REPAIRS THAT INCLUDE A VERY SMALL NUMBER OF RIVETS.,This procedure is only for repairs that include very few rivets.
few (a few),adj,0,"SOME
              (adjective)",LET THE ENGINE OPERATE FOR SOME MINUTES.,Let the engine run for a few minutes.
file,verb,0,"REMOVE
              (verb)",DO NOT REMOVE TOO MUCH MATERIAL WITH THE FILE.,Take care not to file too deeply.
filing,noun,0,"PARTICLE
              (noun)",REMOVE ALL THE METAL PARTICLES.,Remove all the metal filings.
film,noun,0,"LAYER
              (noun)",APPLY A LAYER OF COMPOUND ON THE SURFACE OF THE DISC.,Spread a film of compound on the surface of the disc.
filter,verb,0,"FILTER
              (Technical noun)",PUT THE OIL THROUGH A FILTER.,Filter the oil.
final,adjective,0,"LAST
              (adjective)",THE LAST STEP WILL OPEN THE VALVE.,The final action will open the valve.
finding,noun,0,"RESULT
              (noun)",TELL THE QUALITY DEPARTMENT ABOUT THE RESULTS OF THE ANALYSIS.,Report the findings of the analysis to the quality department.
fine,adjective,0,"SMALL
              (adjective)",ONLY PARTICLES SMALLER THAN 5 m CAN GO THROUGH THE FILTER.,Only particles finer than 5 microns can go through the filter.
finger-tighten,verb,0,TIGHTEN … WITH YOUR FINGERS,TIGHTEN THE NUT WITH YOUR FINGERS.,Finger-tighten the nut.
finish,verb,0,"COMPLETE
              (verb)",,
firmly,adverb,0,"TIGHTLY
              (adverb)",HOLD THE CYLINDER TIGHTLY.,Hold the cylinder firmly.
fit,verb,0,"INSTALL
              (verb)",INSTALL THE DUCT.,Fit the duct.
fix,verb,0,"ATTACH
              (verb)",ATTACH THE TRIM WITH DOUBLE-SIDED ADHESIVE TAPE.,Fix the trim with double- sided adhesive tape.
fix,verb,0,"SET
              (verb)",SET THE LENGTH OF THE CONTROL ROD AS NECESSARY.,Fix the length of the control rod as required.
flatness,noun,0,"FLAT
              (adjective)",THE SURFACE MUST BE FLAT TO GET A CORRECT BOND.,A correct bond depends on the surface flatness.
flatten,verb,0,"FLAT
              (adjective)",MAKE SURE THAT YOU DO NOT CAUSE THE TUBES TO BECOME FLAT.,Make sure that you do not flatten the tubes.
flaw,noun,0,"DAMAGE
              (noun)",MAKE SURE THAT THERE IS NO DAMAGE TO THE SURFACE FINISH.,Make sure that there are no flaws in the surface finish.
flex,verb,0,"BEND
              (verb)",THE WING CAN BEND UP AND DOWN DURING FLIGHT.,The wing can flex up and down during flight.
flood,verb,0,USE TOO MUCH,DO NOT USE TOO MUCH SOLVENT ON THE AREA.,Do not flood the area with solvent.
fluctuate,verb,0,"CONSTANT
              (adjective)",MAKE SURE THAT THE PRESSURE STAYS CONSTANT.,Make sure that the pressure does not fluctuate.
focus,verb,0,"FOCUS
              (Technical noun)",PUT THE OPTICAL FIXTURE INTO FOCUS.,Focus the optical fixture.
fold,noun,0,"FOLD
              (verb)",FOLD THE MATERIAL.,Make a fold in the material.
following,adjective,0,"THESE
              (adjective)",MAKE SURE THAT THESE CIRCUIT BREAKERS ARE CLOSED.,Make sure that the following circuit breakers are closed.
forbidden,adjective,0,DO NOT,DO NOT INSTALL MORE THAN TWO WASHERS FOR EACH BOLT.,It is forbidden to install more than two washers for each bolt.
force,verb,0,"PUSH
              (verb)",PUSH THE CLIP OUT TO REMOVE IT.,Clip may be removed by forcing it out.
force,verb,0,"FORCE
              (Technical noun)",DO NOT USE FORCE TO PUSH THE COVER INTO POSITION.,Do not attempt to force the cover into position.
forecast,verb,0,"POSSIBLE
              (adjective)","IF BAD WEATHER IS POSSIBLE, MOOR THE VESSEL SAFELY.","If unfavorable weather conditions are forecast, moor the vessel securely."
foreign,adjective,0,"UNWANTED
              (adjective)","THIS COVER WILL KEEP DIRT, PARTICLES, OR OTHER UNWANTED MATERIAL OUT OF THE SYSTEM.","This cover will prevent dirt, particles, or other foreign material from entering the system."
foremost,adjective,0,"FRONT
              (noun)",YOU CANNOT REMOVE THE HALF CLAMP THAT IS NEAREST TO THE FRONT.,The foremost half clamp is not removable.
form,noun,0,"SHAPE
              (noun)",THE SEAL HAS THE SHAPE OF AN ELLIPSE.,The seal is in the form of an ellipse.
form,verb,0,"BE
              (verb)","IF THERE IS CONTAMINATION IN THE FUEL TANKS, REMOVE IT IMMEDIATELY.","If contamination has formed in the fuel tanks, remove it immediately."
fortify,verb,0,"STRONG
              (adjective)",CARBON-FIBER STRUTS MAKE THE FLOOR STRUCTURE STRONGER.,Carbon-fiber struts fortify the floor structure.
foul,verb,0,"CATCH
              (verb)",MAKE SURE THAT THE RODS CANNOT CATCH ON THE FLAPS.,Make sure that the rods cannot foul the flaps.
fouled,adjective,0,"DIRTY
              (adjective)",REMOVE ALL DIRTY IGNITER PLUGS.,Remove all fouled igniter plugs.
fragile,adjective,0,EASILY DAMAGED,THE WATER QUANTITY TRANSMITTER IS EASILY DAMAGED.,The water quantity transmitter is fragile.
free,verb,0,"RELEASE
              (verb)",REMOVE THE SLEEVE TO RELEASE THE SLIDING TUBE.,Remove the sleeve to free the sliding tube.
free from,adjective,0,"NO
              (adjective)",MAKE SURE THAT THERE IS NO DUST ON THE SURFACE.,Make sure that the surface is free from dust.
fresh,adjective,0,"CLEAN
              (adjective)",FLUSH THE TUBES WITH CLEAN WATER.,Flush the tubes with fresh water.
fuel,verb,0,"REFUEL
              (verb)",,
fulfill,verb,0,"OBEY
              (verb)",OBEY THE INSTRUCTIONS IN THE TEST PROCEDURE.,Fulfill the instructions in the test procedure.
function,verb,0,"OPERATE
              (verb)",THE ELEVATOR CONTROLS MUST OPERATE SMOOTHLY.,The elevator controls must function smoothly.
fundamental,adjective,0,"IMPORTANT
              (adjective)","DURING THIS PROCEDURE, IT IS IMPORTANT TO KEEP ALL PARTS CLEAN.",Cleanliness of all parts is fundamental in this procedure.
further,adjective,0,"MORE
              (adjective)","IF YOU DO NOT GET THE CORRECT DIMENSION, ADD MORE GASKETS.","If you do not get the correct dimension, add further gaskets."
further,adverb,0,"MORE
              (adverb)","IF IT IS NECESSARY TO DECREASE THE CABLE TENSION MORE, USE THE TURNBUCKLE.",Cable tension can be further reduced if necessary by means of the turnbuckle.
gain,noun,0,"INCREASE
              (verb)","AFTER THE LAST MODIFICATION, THE SYSTEM’S EFFICIENCY INCREASED.",The system’s efficiency showed a gain after the last modification.
gain,verb,0,"GET
              (verb)",GET ACCESS TO THE CONNECTORS AT THE REAR OF THE INSTRUMENT.,Gain access to the connectors at the back of the instrument.
gall,verb,0,"GALLING
              (Technical noun)",THERE MUST BE NO SCRATCHES OR GALLING ON THE SURFACE.,The surface must not be scratched or galled.
gap,noun,0,"CLEARANCE
              (noun)",MEASURE THE CLEARANCE BETWEEN THE IMPELLER AND THE BODY.,Measure the gap between the impeller and the body.
garbled,adjective,0,"CLEAR
              (adjective)","IF THE RADIO SIGNAL IS NOT CLEAR, ADJUST THE FREQUENCY.","If the radio signal is garbled, adjust the frequency."
garner,verb,0,"COLLECT
              (verb)",THESE COMPUTERS COLLECT DATA FROM THE VHF SYSTEM.,These computers garner data from the VHF system.
gaseous,adjective,0,"GAS
              (noun)",THE TOOL CYLINDER CONTAINS A MIXTURE OF GASES (10 HELIUM AND 90 NITROGEN).,The tool cylinder contains a gaseous mixture of 10 helium and 90 nitrogen.
gash,verb,0,"DAMAGED
              (adjective)","IF THE THERMAL BLANKET IS DAMAGED, DO REPAIR No. 9.","If the thermal blanket is gashed, do repair No. 9."
gather,verb,0,"COLLECT
              (verb)",ALL FLUIDS COLLECT AT THE LOWEST POINT IN THE COMPARTMENT.,All fluids gather at the lowest point in the compartment.
gauge,verb,0,"MEASURE
              (verb)",MEASURE THE DISTANCE BETWEEN THE TOP EDGE AND THE BOTTOM SURFACE.,Gauge the width of the gap between the top edge and the bottom surface.
generally,adverb,0,"USUALLY
              (adverb)",YOU USUALLY REPLACE MEMORY MODULES DURING MAINTENANCE.,Memory modules are generally replaced during maintenance.
generate,verb,0,"BE
              (verb)",THERE MUST BE NO ERRORS WHEN YOU OPEN THE FILE.,The file opening must not generate errors.
generous,adjective,0,"LARGE
              (adjective)",A LARGE QUANTITY OF COMPOUND IS NECESSARY.,A generous amount of compound will be necessary.
generously,adverb,0,"LARGE
              (adjective)",APPLY A LARGE QUANTITY OF SEALANT TO THE REPAIR PATCH.,Apply sealant generously to the repair patch.
gentle,adjective,0,"CAREFULLY
              (adverb)",TURN THE POTENTIOMETER CAREFULLY.,Rotate the potentiometer with a gentle movement.
gently,adverb,0,"CAREFULLY
              (adverb)",CAREFULLY PULL THE ELECTRICAL WIRE OUT FROM THE RUBBER SEAL.,Gently pull out the electrical wire from the rubber seal.
gently,adverb,0,"LIGHTLY
              (adverb)",LIGHTLY TAP THE TOP SURFACE UNTIL THE PARTS ALIGN.,Gently tap the top surface until the parts align.
genuine,adjective,0,"CORRECT
              (adjective)",MAKE SURE THAT THE INDICATION ON THE GAUGE IS CORRECT.,Make sure that the reading on the gauge is genuine.
get,verb,0,"BECOME
              (verb)",DO NOT LET THE HEATER BECOME TOO HOT.,Do not let the heater get too hot.
get away,verb,0,GO AWAY,"BEFORE THE ENGINE STARTS, GO AWAY FROM THE EXHAUST AREA.",Get away from the exhaust area before the engine starts.
get down,verb,0,"DECREASE
              (verb)","IF THE TEMPERATURE DECREASES TO LESS THAN ZERO, DRAIN THE WATER SYSTEM.","If the temperature gets down to below zero, drain the water system."
get into,verb,0,GO INTO,INSTALL CAPS ON THE RECEPTACLES TO MAKE SURE THAT UNWANTED MATERIAL DOES NOT GO INTO THE RECEPTACLES.,Install caps to make sure that foreign objects do not get into the receptacles.
get off,verb,0,MOVE OFF,"BEFORE YOU MOVE THE AILERONS, TELL ALL PERSONS TO MOVE OFF THE WINGS.","Before you move the ailerons, tell all persons to get off the wings."
get to,verb,0,"BE
              (verb)",THE MOTOR STOPS WHEN THE LIMIT SWITCHES ARE AT THE END OF THEIR TRAVEL.,The motor stops when the limit switches get to the end of their travel.
get to,verb,0,"GO
              (verb)",GO TO THE TOOL ROOM FOR THE NECESSARY TOOLS.,Get to the tool room for the necessary tools.
gleam,verb,0,"SHINY
              (adjective)",POLISH THE SURFACE WITH A SOFT CLOTH UNTIL IT BECOMES SHINY.,Polish the surface with a soft cloth until it gleams.
glitch,noun,0,"ERROR
              (noun)","IF THERE IS AN ERROR IN THE SYSTEM, THE SCREEN SHOWS: “NO GO.”","If there is a glitch in the system, the screen shows: NO GO."
gloss,noun,0,"SHINY
              (adjective)",POLISH THE SURFACE UNTIL IT IS VERY SHINY.,Polish the surface to a high gloss.
glow,verb,0,"BE
              (verb)",MAKE SURE THAT THE INDICATOR LIGHT IS ON.,Make sure that the indicator light glows.
glow,verb,0,,ADJUST THE POTENTIOMETER UNTIL THE LIGHT IS DIM.,Adjust the potentiometer until the light glows dimly.
glue,verb,0,"BOND
              (verb)",BOND THE PATCH TO THE SURFACE WITH THE APPLICABLE GLUE.,Glue the patch to the surface.
gouge,verb,0,"GOUGE
              (Technical noun)","IF A GOUGE OCCURS IN THE BLADE DURING REMOVAL, REPLACE THE BLADE.","If the blade was gouged during removal, replace it."
govern,verb,0,"CONTROL
              (verb)",THIS COMPONENT CONTROLS THE ENGINE SPEED.,This component governs the engine speed.
grab,verb,0,"USE
              (verb)",USE A SCREWDRIVER TO RELEASE THE CLIPS.,Grab a screwdriver to release the clips.
gradient,noun,0,"SLOPE
              (noun)","WHEN YOU PARK THE VEHICLE ON A SLOPE, PUT CHOCKS ON THE WHEELS.","When you park the vehicle on a gradient, put chocks on the wheels."
gradual,adjective,0,"GRADUALLY
              (adverb)",GRADUALLY ADJUST THE TEMPERATURE.,Make a gradual adjustment to the temperature.
graph,verb,0,"GRAPH
              (Technical noun)",MAKE A GRAPH OF THE TEST RESULTS.,Graph the test results.
grasp,verb,0,"HOLD
              (verb)",HOLD THE HANDLE.,Grasp the handle.
grave,adjective,0,"DANGEROUS
              (adjective)",HYDRAULIC FLUID IS DANGEROUS FOR YOUR SKIN.,Hydraulic fluid can cause grave skin problems.
grease,verb,0,"LUBRICATE
              (verb)","BEFORE YOU INSTALL THE O-RING, LUBRICATE IT WITH GREASE.",Grease the O-ring before installation.
great,adjective,0,"LARGE
              (adjective)",AN INDICATION OF A LARGE QUANTITY OF FUEL SHOWS AN INCORRECT ADJUSTMENT OF THE FLOAT SWITCH.,A great amount of fuel indicates incorrect setting of the float switch.
great,adjective,0,"VERY
              (adverb)",BE VERY CAREFUL WHEN YOU RELEASE THE PRESSURE.,Take the greatest care when you release the pressure.
greatly,adverb,0,VERY MUCH,THIS METHOD CAN INCREASE THE RISK OF INJURY VERY MUCH.,This method can greatly increase the risk of injury.
grip,noun,0,"HOLD
              (verb)",HOLD THE JACK BODY TIGHTLY WHILE YOU TURN IT.,Make sure you have a tight grip of the jack body while turning it.
grip,verb,0,"HOLD
              (verb)",HOLD THE HANDLE LIGHTLY WITH ONE HAND.,Grip the handle lightly with one hand.
grow,verb,0,"BECOME
              (verb)","IF THE BATTERY BECOMES TOO HOT, DISCONNECT IT.","If the battery grows too hot, disconnect it."
guard,verb,0,"GUARD
              (Technical noun)",MAKE SURE THAT THE GUARDS ARE INSTALLED ON THE SWITCHES.,Make sure that the switches are guarded.
guide,verb,0,"PUT
              (verb)",PUT THE CABLE THROUGH THE GROMMET.,Guide the cable through the grommet.
gush,verb,0,"FLOW
              (noun)","IF YOU TURN THE HANDLE TO “FULL,” THERE WILL BE A STRONG FLOW OF WATER FROM THE OUTLET.","If you turn the valve handle to FULL, water will gush from the outlet."
halt,verb,0,"STOP
              (verb)","IF YOU HEAR AN UNUSUAL NOISE, STOP THE PROCEDURE.","If you hear an unusual noise, halt the procedure."
halve,verb,0,"HALF
              (Technical noun)",MAKE SURE THAT THE PITCH DECREASES TO HALF ITS VALUE.,Check that the deviation in pitch is halved.
hamper,verb,0,"PREVENT
              (verb)",STRONG WINDS CAN PREVENT THE CORRECT DEPLOYMENT OF THE ESCAPE SLIDES.,Strong winds can hamper the correct deployment of the escape slides.
hand-tight,adjective,0,TIGHTEN … WITH YOUR HAND,INSTALL THE FILTER CASE AND TIGHTEN IT WITH YOUR HAND.,Install the filter case hand-tight.
hand-tighten,verb,0,TIGHTEN … WITH YOUR HAND,TIGHTEN THE SWIVEL NUT WITH YOUR HAND.,Hand-tighten the swivel nut.
handle,verb,0,"MOVE
              (verb)",MOVE THE ACTUATOR WITH A HOIST.,Handle the actuator with a hoist.
handle,verb,0,"USE
              (verb)",BE CAREFUL WHEN YOU USE SOLVENTS.,Be careful when you handle solvents.
happen,verb,0,"OCCUR
              (verb)","IF AN ACCIDENT OCCURS, GET MEDICAL AID.","If an accident happens, get medical attention."
harden,verb,0,"HARD
              (adjective)",LET THE ADHESIVE BECOME HARD.,Let the adhesive harden.
